ID RA Dec RAHost DecHost zHost NormSep TDR zSource zSN tpk e_tpk x1 e_x1 c e_c mB e_mB logM e_logM distcorr PIa_PSNID PIa_NN PIa_Fitprob PIa_Galsnid
psc070515 02:25:51.159 -05:24:17.60 02:25:51.177 -05:24:17.13 0.47380 1.489 11.01 MMT 0.475 55423.8 0.6 0.7625 0.4725 -0.0049 0.0359 22.4492 0.0416 9.47 0.123 0.038 1.0 0.9781 0.9944 0.7847
psc070530 02:25:09.816 -05:02:36.26 02:25:09.761 -05:02:34.90 0.31939 2.502 5.41 MMT 0.32 55402.7 1.8 -2.7182 0.3991 -0.2377 0.1004 21.5022 0.1908 11.462 0.046 -0.0 1.0 -99.0 0.795 0.8665
psc070567 22:13:18.456 +00:48:46.22 22:13:18.408 +00:48:46.13 0.16895 0.662 13.83 MMT 0.17 55438.4 0.1 0.2 0.1568 -0.0667 0.0287 19.9064 0.0381 11.423 0.029 -0.008 -99.0 0.9461 0.7115 0.9978
psc070611 16:18:08.915 +53:58:19.13 16:18:08.971 +53:58:16.36 0.14769 1.996 15.02 MMT -999 55437.2 0.4 1.5834 0.4429 0.2052 0.0364 21.4192 0.0469 9.733 0.718 -0.01 -99.0 -99.0 -99.0 0.9382
psc070612 16:18:30.721 +54:23:11.36 16:18:30.48 +54:23:11.04 0.55361 3.251 6.49 MMT -999 55423.9 0.9 -0.3322 0.7656 -0.0111 0.0765 23.3076 0.0766 11.626 0.262 0.064 0.994 0.9837 0.9977 0.9997
psc070614 23:25:52.626 -00:06:17.51 23:25:52.540 -00:06:16.25 0.74839 3.804 5.91 MMT -999 55419.2 1.3 -0.9033 0.7335 -0.1717 0.0936 23.5517 0.0604 10.285 0.316 0.047 0.9917 0.9091 1.0 0.7936
psc070719 23:25:53.734 -00:32:13.89 23:25:53.764 -00:32:15.61 0.60822 2.209 6.31 MMT -999 55422.8 0.7 -0.5339 0.8894 -0.0908 0.0669 23.2651 0.0778 10.495 0.304 0.078 0.9997 0.9784 0.9923 0.9553
psc070985 23:32:10.508 -00:32:12.51 23:32:10.528 -00:32:12.05 0.44427 1.205 11.5 MMT -999 55439.7 0.7 0.1888 0.5917 -0.0621 0.0427 22.2984 0.0548 11.477 0.121 0.027 1.0 0.9706 0.9918 0.9997
psc070986 23:33:16.318 -00:31:19.63 23:33:16.370 -00:31:19.40 0.34360 1.499 6.91 MMT -999 55442.0 0.3 0.0308 0.2346 -0.0653 0.0284 21.7522 0.0366 9.141 0.284 0.004 1.0 0.8878 0.884 0.5401
psc071007 22:15:37.447 +01:15:38.93 22:15:37.423 +01:15:39.35 0.48269 2.327 4.75 MMT -999 55437.2 1.1 0.231 0.8984 0.1419 0.0573 23.1861 0.0855 11.044 0.312 0.042 0.9999 0.9547 0.9118 0.9801
psc071011 22:12:49.280 -00:42:25.59 22:12:49.274 -00:42:24.36 0.45819 2.918 10.94 MMT -999 55440.3 0.3 0.7389 0.2794 -0.184 0.0285 21.685 0.0422 11.217 0.213 0.032 1.0 0.5 0.8023 0.9871
psc071032 22:19:13.268 +00:52:25.93 22:19:13.241 +00:52:25.42 0.28382 0.383 10.51 MMT 0.285 55449.0 0.4 -0.4958 0.3968 -0.1731 0.0335 21.2625 0.0459 11.314 0.047 -0.003 1.0 0.6879 -99.0 0.9856
psc071060 16:01:16.064 +55:28:38.24 16:01:16.021 +55:28:38.25 0.18099 1.262 31.09 MMT -999 55443.1 0.0 -2.7914 0.6276 0.0441 0.0396 21.3799 0.0423 9.679 0.105 -0.008 -99.0 0.6623 0.5379 0.7572
psc071113 16:11:44.234 +55:08:51.76 16:11:44.131 +55:08:51.71 0.49180 1.467 9.54 MMT -999 55432.9 0.9 -0.899 0.7391 0.0344 0.0757 23.0058 0.0854 11.312 0.281 0.045 0.9316 0.9704 0.9987 0.9999
psc071245 22:15:02.874 -00:51:54.61 22:15:03.055 -00:51:53.02 0.47909 3.657 7.91 MMT -999 55440.2 0.8 0.4645 0.5846 0.0113 0.0553 22.86 0.0701 11.57 0.22 0.04 1.0 0.9848 0.9806 0.9995
psc080012 22:14:08.482 -00:10:06.88 22:14:08.390 -00:10:06.31 0.52314 4.025 5.32 MMT -999 55444.3 0.7 0.8638 0.5402 -0.0026 0.0489 22.8321 0.0534 10.858 0.295 0.056 0.9938 0.9861 0.9804 0.9993
psc080015 16:01:30.781 +54:52:34.49 16:01:30.835 +54:52:34.31 0.30046 0.339 10.65 MMT 0.3 55449.1 0.7 0.3975 0.6943 0.1547 0.0357 22.1151 0.0439 10.114 0.162 -0.002 1.0 0.775 0.8043 0.7702
psc080023 23:26:39.151 -00:43:01.93 23:26:39.084 -00:43:01.71 0.45820 2.667 8.69 MMT -999 55448.5 0.6 -1.097 0.2858 0.1777 0.5513 23.0994 0.2531 10.997 0.078 0.032 0.962 0.863 0.9894 0.9784
psc080028 23:27:40.586 -00:20:10.16 23:27:40.697 -00:20:11.65 0.27671 1.872 10.23 MMT 0.278 55448.1 0.3 -1.2358 0.3824 0.0357 0.0311 21.5283 0.041 11.88 0.003 -0.003 1.0 0.8763 -99.0 0.984
psc080034 22:15:24.782 +00:32:10.68 22:15:24.684 +00:32:10.73 -999 2.016 2.85 SDSS -999 55433.7 0.9 -1.2757 0.7672 0.0467 0.0792 23.2901 0.0874 11.909 0.01 0.059 0.9843 0.9826 0.5307 0.9982
psc080048 02:24:25.254 -05:00:44.34 02:24:25.281 -05:00:43.55 0.32143 0.731 12.84 MMT 0.322 55442.0 0.3 -1.6356 0.3182 -0.0418 0.0447 21.7291 0.0575 11.471 0.06 0.0 1.0 0.9083 0.9031 0.9851
psc080087 16:18:28.313 +55:14:37.46 16:18:28.826 +55:14:37.62 0.34395 2.864 9.24 MMT -999 55442.1 0.6 -0.0302 0.7463 0.2258 0.0528 22.8576 0.0631 10.733 0.045 0.004 -99.0 0.6192 0.7278 0.9701
psc080098 23:26:18.642 +00:34:12.49 23:26:18.700 +00:34:12.60 0.34166 0.642 18.47 MMT -999 55451.9 0.6 -0.6322 0.5377 0.1558 0.0483 22.3667 0.0632 10.345 0.344 0.003 1.0 0.764 0.9612 0.8717
psc080146 03:31:19.116 -26:51:52.43 03:31:19.104 -26:51:54.03 0.45628 2.750 11.94 AAT/AAOmega -999 55449.8 0.6 0.6032 0.5226 -0.0657 0.0358 22.3182 0.0361 10.191 0.16 0.032 1.0 0.9568 0.9997 -99.0
psc080238 22:11:43.970 -00:21:28.19 22:11:43.924 -00:21:27.92 0.70038 4.286 6.93 MMT -999 55451.1 1.0 -0.9248 0.6242 -0.2466 0.0554 23.2477 0.0775 9.802 0.224 0.05 0.9093 0.6216 0.9915 0.8467
psc080241 03:28:32.442 -28:04:17.73 03:28:32.292 -28:04:17.82 0.30729 2.521 5.91 AAT/AAOmega -999 55456.2 0.3 0.3194 0.279 -0.0229 0.0291 21.6073 0.0357 10.821 0.1 -0.002 1.0 0.8851 0.7949 0.9043
psc080252 02:24:41.569 -03:47:00.06 02:24:41.590 -03:46:59.36 0.51168 1.546 5.67 MMT -999 55451.1 0.8 -0.5845 0.649 -0.0702 0.0434 22.7961 0.0482 9.515 0.211 0.053 0.9999 0.9772 0.9972 0.7814
psc080257 03:37:43.957 -27:19:15.26 03:37:44.015 -27:19:15.47 0.18681 0.436 7.05 AAT/AAOmega -999 55435.9 0.1 0.3968 0.6999 0.166 0.0632 21.0908 0.1016 11.41 0.007 -0.008 -99.0 0.6903 0.5387 0.9988
psc080261 03:35:11.954 -27:11:47.17 03:35:11.912 -27:11:47.96 0.12770 1.260 4.79 AAT/AAOmega -999 55435.8 0.4 0.2589 0.1256 -0.1123 0.0279 19.1115 0.0458 7.979 0.858 -0.011 -99.0 0.9055 0.6515 0.812
psc080295 02:24:43.481 -04:09:34.94 02:24:43.451 -04:09:35.12 0.62371 1.453 5.83 MMT -999 55452.1 0.4 1.1835 0.7344 -0.002 0.0557 23.0689 0.0491 9.816 0.655 0.074 1.0 0.971 0.9925 0.77
psc080296 02:21:49.682 -03:55:16.97 02:21:49.667 -03:55:16.95 0.50006 0.549 7.71 MMT 0.501 55448.5 0.7 0.1062 0.5397 -0.1252 0.0403 22.4824 0.0434 11.744 0.304 0.049 0.9992 0.9235 0.9408 0.9992
psc080343 03:37:28.646 -27:43:23.52 03:37:28.582 -27:43:23.18 0.45027 2.960 4.28 AAT/AAOmega -999 55442.0 0.5 1.1744 0.5969 -0.0851 0.0432 22.3736 0.0517 9.547 0.498 0.03 0.9761 0.9132 0.9576 0.9723
psc080363 03:26:38.821 -27:55:14.34 03:26:38.753 -27:55:14.49 0.31660 0.860 5.11 AAT/AAOmega -999 55448.6 0.8 -0.0129 0.5308 0.2336 0.0444 22.0995 0.0564 11.141 0.133 -0.001 1.0 0.538 0.9879 0.9921
psc080438 03:31:44.958 -27:40:58.79 03:31:44.917 -27:40:56.70 0.41836 2.476 5.01 AAT/AAOmega -999 55460.3 0.4 -0.1048 0.4233 -0.0349 0.0385 22.3155 0.0477 10.668 0.2 0.017 1.0 0.9766 0.9951 0.9796
psc080546 02:21:23.684 -04:00:25.50 02:21:23.655 -04:00:24.80 0.61286 2.375 6.51 MMT 0.614 55448.6 0.7 1.989 0.643 -0.1677 0.0419 22.9545 0.0485 9.849 0.37 0.078 1.0 -99.0 0.9858 0.9879
psc080554 02:21:00.039 -03:40:18.75 02:21:00.027 -03:40:18.91 0.60859 1.322 4.65 MMT -999 55450.9 1.1 -0.0034 0.8504 -0.06 0.0136 23.1779 0.0569 10.738 0.325 0.078 0.8107 0.9796 0.9923 0.9958
psc080693 23:30:56.547 -00:51:26.61 23:30:56.661 -00:51:27.86 0.34778 0.296 4.17 WIYN/Hydra -999 55468.9 0.3 -0.7992 0.4902 0.1234 0.066 22.5757 0.0848 11.287 0.176 0.004 0.9982 0.8394 0.9588 0.9985
psc080771 03:28:16.421 -28:08:49.41 03:28:16.439 -28:08:51.03 0.26109 1.459 6.77 AAT/AAOmega -999 55461.0 0.1 -2.8151 0.3227 0.2739 0.0503 22.4445 0.0665 10.218 0.221 -0.004 -99.0 -99.0 -99.0 0.536
psc080772 03:31:35.901 -28:14:27.10 03:31:35.899 -28:14:27.81 0.35745 0.751 6.26 AAT/AAOmega -999 55472.9 0.3 0.8886 0.3137 -0.0701 0.0306 21.7846 0.0399 10.017 0.176 0.006 1.0 0.8295 0.9837 0.892
psc090072 08:42:23.584 +45:25:14.37 08:42:23.553 +45:25:15.08 0.40316 2.321 9.55 MMT -999 55467.2 0.4 -1.0585 0.6505 0.2912 0.1358 22.7014 0.176 10.395 0.116 0.013 -99.0 -99.0 0.9985 0.8259
psc090097 23:28:20.865 -00:57:34.36 23:28:20.908 -00:57:33.16 0.42908 1.284 10.05 MMT 0.431 55481.1 0.7 1.8232 0.5881 -0.0352 0.0382 22.235 0.0443 11.713 0.018 0.021 0.9977 0.8473 0.9765 0.9996
psc090107 02:22:57.885 -04:18:40.25 02:22:57.973 -04:18:40.52 0.23727 0.875 12.62 MMT -999 55474.3 0.4 -1.7223 0.363 -0.1136 0.041 21.1691 0.0488 11.688 0.031 -0.005 -99.0 0.7327 0.7239 0.9912
psc090128 02:24:04.603 -03:13:33.83 02:24:04.548 -03:13:34.77 0.43109 2.041 7.23 MMT 0.433 55484.4 0.6 -0.708 0.5848 -0.0552 0.0492 22.572 0.0564 11.399 0.226 0.022 0.9969 0.9785 0.988 1.0
psc090130 03:34:26.099 -26:35:34.49 03:34:26.006 -26:35:34.55 0.19427 2.406 4.26 AAT/AAOmega -999 55464.6 0.5 -1.5615 0.6267 0.2644 0.0931 22.6121 0.1315 9.949 0.102 -0.007 -99.0 -99.0 0.8935 0.9662
psc090147 02:26:05.502 -05:29:39.51 02:26:05.450 -05:29:41.25 0.30867 2.453 14.62 MMT -999 55486.6 0.1 -0.1511 0.3888 0.1652 0.0377 21.7927 0.0489 10.449 0.072 -0.002 -99.0 0.7233 0.9404 0.8356
psc090179 02:23:11.110 -05:20:57.87 02:23:11.113 -05:20:58.42 0.32819 0.144 12.36 WIYN/Hydra -999 55483.5 0.9 -1.8716 0.7858 0.0657 0.0697 22.3081 0.0794 11.646 0.109 0.001 -99.0 0.7506 -99.0 0.9977
psc090191 08:41:34.610 +43:37:18.26 08:41:34.583 +43:37:18.29 0.41664 2.504 4.82 MMT -999 55474.0 2.7 -0.7971 0.7925 -0.0089 0.0912 22.7314 0.1644 8.77 0.74 0.017 -99.0 0.9713 0.9971 0.9941
psc090196 02:19:24.164 -04:35:03.99 02:19:24.058 -04:35:04.36 0.32972 2.496 11.91 MMT -999 55487.9 0.3 1.0974 0.3822 -0.0056 0.0341 21.6952 0.0464 10.746 0.196 0.001 1.0 0.8031 0.7977 0.9702
psc090227 08:35:17.508 +44:24:23.58 08:35:17.503 +44:24:22.13 0.54963 4.328 6.91 MMT -999 55483.6 0.6 1.676 0.6439 -0.1906 0.04 22.7163 0.0487 9.827 0.514 0.063 -99.0 -99.0 0.9668 0.9967
psc090256 23:31:41.265 +00:20:21.00 23:31:41.194 +00:20:20.86 0.12280 0.973 13.37 MMT -999 55477.0 0.4 -2.9577 0.4211 0.1639 0.041 20.5922 0.0511 10.788 0.034 -0.011 -99.0 -99.0 -99.0 0.9712
psc090638 02:26:29.894 -04:39:08.93 02:26:29.729 -04:39:09.50 0.25341 3.144 24.26 MMT -999 55493.8 0.3 -1.2341 0.3385 -0.0462 0.035 21.3045 0.0503 11.327 0.053 -0.004 1.0 0.8739 0.8422 0.982
psc090746 08:38:52.218 +43:51:08.99 08:38:52.305 +43:51:07.99 0.21954 0.883 16.64 MMT -999 55500.0 0.6 -1.0054 0.438 0.2103 0.0515 21.5602 0.0724 11.275 0.099 -0.006 -99.0 0.7196 0.99 0.9539
psc090966 22:12:56.579 +01:01:50.48 22:12:56.565 +01:01:50.69 0.59243 3.851 4.54 MMT -999 55492.7 0.1 -1.9714 0.6019 -0.0561 0.0912 22.859 0.0841 9.553 0.73 0.074 -99.0 0.9766 0.9972 0.9491
psc091437 02:23:01.168 -02:51:37.82 02:23:01.146 -02:51:37.81 0.46519 1.574 13.73 MMT 0.466 55494.4 0.7 2.024 0.7643 0.1661 0.0429 22.4892 0.0674 9.601 0.156 0.035 1.0 0.8555 0.9949 0.7677
psc091739 02:27:58.329 -04:01:29.39 02:27:58.412 -04:01:28.50 0.37306 1.781 10.31 MMT -999 55494.1 0.5 -1.0147 0.5763 0.0201 0.0508 22.3189 0.0729 10.799 0.292 0.008 1.0 0.95 0.9835 0.9888
psc091755 03:29:45.740 -26:34:55.63 03:29:45.680 -26:34:55.78 0.22410 1.170 7.37 AAT/AAOmega -999 55513.0 0.5 -0.0878 0.5148 0.022 0.0521 21.0813 0.0614 10.519 0.184 -0.006 -99.0 0.8998 -99.0 -99.0
psc100083 22:15:24.128 -00:52:01.12 22:15:24.136 -00:52:00.63 0.40325 1.937 7.08 MMT -999 55514.3 0.3 -1.3584 0.7282 -0.2185 0.0982 22.2459 0.1415 10.99 0.009 0.013 -99.0 0.7164 0.6985 0.9993
psc100102 08:40:04.552 +44:01:57.36 08:40:04.578 +44:01:56.79 0.37081 0.310 13.39 MMT -999 55503.7 1.4 -1.5395 0.8107 -0.0126 0.0768 22.479 0.0852 11.743 0.054 0.008 0.6765 0.9374 0.994 0.9997
psc100116 03:36:07.217 -27:40:03.31 03:36:07.252 -27:40:06.34 0.44779 4.149 10.92 AAT/AAOmega 0.448 55512.4 0.7 0.4411 0.6588 -0.0235 0.0381 22.2345 0.0434 10.185 0.174 0.028 0.9983 0.9767 0.9966 0.8881
psc100121 23:24:04.522 -00:05:14.66 23:24:04.257 -00:05:15.74 -999 4.490 -99.0 SDSS -999 55510.2 0.8 -1.1226 0.8445 0.2022 0.0822 22.6688 0.1226 10.774 0.206 -0.002 -99.0 -99.0 0.8355 0.9136
psc100142 23:32:12.561 +00:28:58.33 23:32:12.597 +00:28:58.67 0.41664 0.751 8.79 MMT -999 55516.3 0.6 -1.1146 0.6394 -0.2151 0.095 21.8814 0.1177 10.807 0.292 0.017 0.982 0.6722 0.9849 0.9677
psc100164 02:21:28.917 -05:01:34.02 02:21:28.910 -05:01:34.32 0.40488 0.465 7.31 MMT -999 55512.0 1.0 -1.1528 0.9383 0.0509 0.0528 22.6281 0.0607 10.612 0.302 0.013 0.8581 0.9568 0.81 0.9976
psc100382 08:42:02.297 +42:52:14.88 08:42:02.400 +42:52:15.72 0.37961 1.699 4.27 WIYN/Hydra -999 55503.8 0.9 0.132 0.8022 0.148 0.0643 22.4569 0.0787 11.133 0.367 0.009 0.9469 0.8719 0.9821 0.998
psc100417 08:36:41.291 +44:41:51.59 08:36:41.131 +44:41:52.02 0.48277 3.225 5.47 MMT -999 55518.6 0.2 -2.3198 0.6313 0.0886 0.0846 23.3107 0.0823 10.725 0.317 0.042 0.9833 0.9306 0.9936 0.9975
psc110014 22:18:27.834 -00:09:45.94 22:18:27.655 -00:09:48.50 0.32725 3.616 13.44 MMT -999 55519.4 0.7 -0.8994 0.7362 -0.1297 0.087 21.6687 0.1337 11.541 0.61 0.001 -99.0 0.7893 0.9909 0.9993
psc110022 08:38:44.162 +44:39:16.00 08:38:44.172 +44:39:15.72 0.50754 0.331 9.61 MMT -999 55536.9 0.3 -1.2534 0.6515 -0.0629 0.0969 22.6224 0.0927 11.35 0.126 0.051 0.9965 0.9771 0.9918 0.9997
psc110038 22:14:31.924 +01:11:38.32 22:14:31.891 +01:11:38.24 0.33868 2.161 7.29 MMT -999 55524.4 0.8 0.1991 0.8757 -0.0022 0.0751 21.748 0.1119 8.991 0.374 0.003 0.9875 0.7827 0.9504 0.6162
psc110422 09:58:15.717 +01:45:16.70 09:58:15.715 +01:45:18.95 -999 3.297 3.94 zCOSMOS -999 55525.7 0.4 -1.6864 0.4777 0.2038 0.1434 21.9324 0.2071 10.804 0.094 -0.003 0.764 -99.0 -99.0 0.8651
psc110429 08:42:53.220 +44:37:34.25 08:42:53.155 +44:37:34.15 0.43985 2.054 16.36 MMT -999 55540.1 0.7 0.796 0.5087 -0.1245 0.0403 22.1849 0.0506 10.058 0.206 0.026 1.0 0.8549 0.9968 0.6221
psc110464 08:47:03.813 +44:16:52.19 08:47:03.806 +44:16:52.61 0.51318 1.137 8.75 MMT -999 55542.4 0.9 -1.868 0.8032 -0.0423 0.0956 22.5132 0.0986 11.484 0.176 0.053 -99.0 0.9655 0.9921 0.9975
psc110476 10:05:18.648 +02:04:58.90 10:05:18.588 +02:05:01.19 0.69240 4.951 5.38 MMT -999 55540.4 0.4 1.1556 0.9677 -0.2053 0.0844 23.4863 0.1127 11.72 0.047 0.052 0.9726 -99.0 0.7212 0.996
psc110647 03:36:40.277 -27:03:56.83 03:36:40.293 -27:03:57.40 0.32151 0.383 5.95 AAT/AAOmega -999 55556.5 0.6 0.3664 0.5343 -0.04 0.0179 21.7073 0.043 9.989 0.142 0.0 0.9913 0.8859 0.9828 0.7867
psc110725 08:41:03.877 +44:29:11.67 08:41:03.852 +44:29:14.10 -999 2.632 -99.0 SDSS -999 55574.9 0.5 1.5507 0.6117 -0.0806 0.0458 22.5438 0.0622 11.645 0.485 0.048 0.9998 0.8173 0.9626 0.9987
psc110726 08:43:01.515 +44:29:45.06 08:43:01.536 +44:29:45.60 0.54465 1.383 10.69 MMT -999 55560.9 0.8 0.8359 0.6072 -0.0547 0.0532 22.8068 0.0582 10.653 0.202 0.061 0.9937 0.965 0.9974 0.9711
psc120039 09:56:26.084 +01:32:06.38 09:56:26.054 +01:32:06.94 0.32524 2.031 5.57 MMT -999 55564.4 1.3 -0.1568 0.9024 0.2212 0.0757 23.1961 0.0862 10.752 0.341 0.001 0.5896 0.5368 0.9441 0.9692
psc120111 10:00:53.740 +02:31:18.90 10:00:53.755 +02:31:18.92 0.42779 0.916 7.31 MMT -999 55564.5 0.9 -2.8692 0.713 0.2154 0.0737 23.09 0.0628 9.316 0.126 0.021 -99.0 -99.0 0.9261 0.9093
psc120223 09:59:02.791 +03:07:38.38 09:59:02.764 +03:07:36.80 0.62116 3.041 15.32 MMT -999 55576.0 0.2 -0.3869 0.7006 -0.159 0.054 22.8491 0.0728 10.255 0.884 0.075 0.9995 0.8996 0.9929 0.5735
psc120313 10:03:30.710 +02:52:04.85 10:03:30.696 +02:52:04.77 0.53433 1.538 8.73 MMT -999 55561.9 1.2 -0.2551 0.757 -0.1609 0.0612 23.0878 0.0689 10.307 0.078 0.059 0.9996 0.8351 0.97 0.975
psc120458 09:58:06.695 +01:55:49.38 09:58:06.681 +01:55:49.23 -999 0.568 -99.0 SDSS -999 55578.9 0.7 -1.6525 0.5921 -0.2194 0.0648 23.0059 0.0825 11.931 0.046 0.059 0.9991 0.9364 0.9858 0.9987
psc120543 10:44:10.425 +57:22:37.32 10:44:10.322 +57:22:38.74 0.58128 4.454 4.68 MMT -999 55577.8 1.2 0.2373 0.9785 -0.1325 0.0837 23.1288 0.0972 11.525 0.267 0.071 -99.0 0.9032 0.9952 0.9858
psc120553 08:43:49.125 +44:08:03.13 08:43:49.219 +44:08:03.92 0.48307 2.321 10.13 MMT -999 55586.0 1.1 -0.8424 0.729 0.1365 0.0675 23.0714 0.072 10.565 0.394 0.042 0.9999 0.9518 0.8691 0.9979
psc120554 08:42:58.966 +44:09:16.72 08:42:58.917 +44:09:17.06 0.40620 3.075 10.46 MMT -999 55586.3 0.6 0.0378 0.4585 -0.0604 0.037 22.2159 0.0463 9.281 0.43 0.013 1.0 0.9554 0.8041 0.5798
psc120567 10:42:18.175 +58:14:11.79 10:42:18.18 +58:14:11.39 0.35504 0.699 9.58 MMT -999 55591.4 0.6 -1.6215 0.1346 0.081 0.3461 22.3442 0.1549 10.83 0.144 0.005 0.9993 0.8604 0.9231 0.9444
psc120635 10:02:23.325 +01:19:48.20 10:02:23.333 +01:19:47.73 -999 0.275 -99.0 SDSS -999 55585.5 0.9 -0.1142 0.771 -0.017 0.065 22.7383 0.0754 11.7 0.116 0.049 0.9996 0.987 0.9985 0.9997
psc120637 09:56:42.018 +01:30:41.94 09:56:42.026 +01:30:42.01 0.29379 0.859 10.46 MMT -999 55591.5 0.5 -0.5559 0.4437 -0.0183 0.037 21.1755 0.0376 11.061 0.026 -0.002 1.0 0.892 0.6812 0.9906
psc120655 08:41:43.941 +43:54:58.60 08:41:44.018 +43:54:59.19 0.60351 2.349 10.96 MMT -999 55579.7 0.9 0.4008 0.9348 -0.0789 0.083 23.1603 0.0971 9.733 0.564 0.077 0.9871 0.9475 0.9935 0.9593
psc120677 03:35:57.156 -27:55:35.56 03:35:57.087 -27:55:36.62 0.28369 1.120 7.57 AAT/AAOmega -999 55589.8 0.1 2.493 0.8372 0.1506 0.0605 21.6062 0.0847 11.134 0.184 -0.003 0.999 -99.0 0.5882 0.7865
psc120700 08:36:43.258 +44:24:14.51 08:36:43.198 +44:24:16.63 -999 1.926 -99.0 SDSS -999 55578.5 0.8 -2.2049 0.8098 0.1185 0.1087 22.8373 0.1556 11.571 0.052 0.002 -99.0 0.5294 -99.0 0.9947
psc120706 09:58:43.172 +02:25:59.47 09:58:43.054 +02:25:59.08 0.32941 2.647 17.31 MMT 0.328 55593.3 0.6 0.4215 0.397 0.0367 0.0337 21.6698 0.0368 11.429 0.049 0.001 0.998 0.8808 0.977 0.7816
psc120713 10:43:46.241 +58:15:34.54 10:43:46.200 +58:15:34.45 0.41990 1.501 7.86 MMT -999 55596.0 0.6 -1.6193 0.6237 0.0547 0.0423 22.6451 0.0466 10.14 0.221 0.018 -99.0 0.9188 0.9995 0.9787
psc120715 02:28:28.234 -04:10:43.65 02:28:28.234 -04:10:44.40 0.26321 0.293 19.81 MMT -999 55574.4 0.8 0.4044 0.9563 0.0286 0.1088 21.2047 0.1822 11.365 0.132 -0.004 0.98 0.8958 0.8588 0.9913
psc120762 10:45:51.402 +59:10:06.39 10:45:50.803 +59:10:00.17 0.44213 1.817 4.77 MMT -999 55580.4 0.9 0.7718 0.7469 0.0563 0.064 22.9601 0.0807 10.484 0.286 0.026 0.8837 0.9643 0.9425 0.9724
psc130037 02:29:12.223 -04:43:57.29 02:29:12.178 -04:43:58.27 0.14276 3.715 6.26 MMT -999 55589.6 0.4 -0.392 0.723 0.0015 0.0307 19.7602 0.0381 7.573 1.206 -0.01 -99.0 0.9387 0.9554 0.7982
psc130145 09:59:49.558 +03:28:44.09 09:59:49.574 +03:28:45.04 0.60591 1.946 9.99 MMT -999 55596.3 0.1 1.8598 0.7979 -0.127 0.0411 22.9978 0.0521 10.083 0.41 0.077 0.8316 0.7421 0.9969 0.7907
psc130283 10:48:26.807 +59:29:43.58 10:48:26.735 +59:29:43.60 0.07622 0.696 22.79 MMT 0.076 55602.4 0.2 -2.6392 0.2484 -0.0438 0.0545 18.8235 0.0546 11.012 0.032 -0.012 -99.0 -99.0 -99.0 0.9995
psc130373 14:18:20.292 +53:38:39.14 14:18:20.229 +53:38:39.61 0.37414 1.860 5.64 MMT -999 55607.2 0.6 -1.797 0.6979 -0.0964 0.0522 22.0719 0.0711 11.345 0.07 0.008 0.9973 0.8951 -99.0 0.9845
psc130391 14:11:41.445 +54:13:17.56 14:11:41.413 +54:13:17.08 0.37029 1.432 4.5 MMT -999 55610.7 0.4 0.1431 0.357 -0.1381 0.0346 21.7208 0.0511 10.315 0.274 0.008 1.0 0.8047 0.9945 0.9686
psc130490 08:45:19.069 +43:13:36.54 08:45:19.089 +43:13:36.48 0.39063 0.679 6.21 MMT -999 55603.7 1.0 -0.0124 0.795 -0.0475 0.0626 22.3856 0.0828 12.083 0.472 0.011 0.9928 0.9419 0.9984 0.9386
psc130527 09:54:54.757 +01:36:21.43 09:54:54.763 +01:36:21.87 0.22004 1.296 17.81 MMT -999 55604.5 0.6 -1.2222 0.5415 0.2493 0.0732 21.1204 0.0969 10.913 0.161 -0.006 -99.0 -99.0 -99.0 0.8227
psc130601 08:48:48.305 +44:42:23.20 08:48:48.444 +44:42:24.80 0.55744 3.425 4.64 MMT -999 55606.2 1.1 1.0698 0.9443 -0.0043 0.0602 23.0114 0.0806 10.013 0.418 0.065 0.9988 0.9879 0.9491 0.9193
psc130610 08:47:32.470 +44:55:02.04 08:47:32.467 +44:55:02.52 -999 1.353 3.69 SDSS -999 55585.3 1.4 -0.153 0.87 -0.1956 0.072 23.1298 0.0849 11.77 0.219 0.075 0.8878 0.7647 0.9994 0.9987
psc130621 08:42:07.873 +45:15:28.45 08:42:07.944 +45:15:27.84 0.70660 0.190 12.63 MMT -999 55591.5 1.0 -2.8757 0.5615 -0.167 0.0871 23.5457 0.0804 11.464 0.337 0.048 -99.0 0.6774 0.8447 0.9984
psc130650 10:46:44.056 +57:42:50.81 10:46:43.915 +57:42:50.36 0.29562 2.442 6.22 MMT -999 55590.4 0.6 -2.7541 0.92 0.0164 0.0674 23.1558 0.0768 9.641 0.158 -0.002 0.5923 0.5169 0.6861 0.6796
psc130651 10:48:42.927 +57:26:36.42 10:48:42.933 +57:26:36.75 0.58101 0.131 4.46 MMT -999 55612.2 0.4 0.0715 0.3671 -0.2202 0.0452 22.2932 0.0611 10.518 0.596 0.071 0.7166 0.7283 0.8224 0.8887
psc130667 10:47:13.114 +57:55:28.34 10:47:13.116 +57:55:29.43 0.59259 2.569 5.4 MMT -999 55608.0 0.7 1.678 0.9056 -0.0571 0.0637 22.9926 0.1028 9.994 0.532 0.074 0.9997 0.9295 0.9974 0.9982
psc130684 10:40:00.965 +58:37:26.40 10:40:01.236 +58:37:26.77 0.41363 2.589 8.63 MMT -999 55606.4 0.2 0.2734 0.4382 0.1307 0.0522 22.6225 0.0701 11.172 0.1 0.015 0.7738 0.9373 0.9963 0.9974
