ID RA Dec RAHost DecHost zHost NormSep TDR zSource zSN tpk e_tpk x1 e_x1 c e_c mB e_mB logM e_logM distcorr PIa_PSNID PIa_NN PIa_Fitprob PIa_Galsnid
psc480015 10:42:26.082 +57:12:18.75 10:42:26.092 +57:12:18.79 0.28415 0.730 5.45 MMT -999 56313.3 0.6 0.2895 0.5939 0.0812 0.0672 22.0169 0.1072 9.588 0.412 -0.003 1.0 0.8574 0.9554 0.8608
psc480035 09:56:53.051 +01:25:10.23 09:56:53.059 +01:25:10.36 0.23018 0.599 11.35 MMT -999 56325.8 0.8 -1.7178 0.4407 -0.0109 0.0366 20.7518 0.0432 10.634 0.074 -0.005 -99.0 0.8896 -99.0 0.979
psc480042 10:50:48.810 +57:55:04.11 10:50:48.864 +57:55:04.01 0.44675 0.532 9.77 MMT -999 56327.0 0.8 -0.0666 0.5805 -0.0865 0.0348 22.2923 0.0385 9.549 0.466 0.028 1.0 0.9523 0.9947 0.9419
psc480065 08:40:20.567 +44:19:06.56 08:40:20.589 +44:19:06.76 0.44294 0.474 11.3 MMT -999 56333.9 0.5 0.819 0.5953 -0.0895 0.0367 22.2039 0.0459 11.003 0.25 0.027 -99.0 0.9443 0.9939 0.9909
psc480080 10:49:58.220 +58:10:29.99 10:49:58.416 +58:10:29.60 0.24158 1.384 8.29 MMT -999 56322.7 0.2 -0.2537 0.2631 0.0188 0.0273 21.3565 0.0356 10.601 0.2 -0.005 -99.0 0.9264 0.8012 0.5134
psc480126 08:43:08.035 +45:37:15.95 08:43:08.049 +45:37:17.11 0.31955 1.738 16.45 MMT -999 56329.1 0.5 0.1776 0.434 0.0354 0.0352 21.9584 0.0448 10.839 0.066 -0.0 1.0 0.8993 0.7226 0.9507
psc480128 10:50:48.069 +59:21:13.03 10:50:48.091 +59:21:12.75 0.34841 0.116 12.65 MMT -999 56330.1 0.7 -1.0772 0.6283 -0.1184 0.0393 21.6584 0.0414 11.351 0.014 0.004 1.0 0.8308 0.8186 0.9999
psc480162 10:00:37.334 +02:45:23.41 10:00:37.452 +02:45:22.64 0.16794 1.951 10.54 MMT -999 56332.4 0.6 -0.1567 0.6553 0.0515 0.05 21.7499 0.0506 9.634 0.159 -0.012 -99.0 0.7137 -99.0 -99.0
psc480173 10:00:15.088 +03:14:40.52 10:00:15.166 +03:14:42.72 -999 2.603 -99.0 SDSS -999 56325.3 0.2 -0.4812 0.3878 0.052 0.0335 21.8521 0.0437 11.696 0.06 -0.002 1.0 0.8855 0.8466 0.9989
psc480179 12:18:51.711 +45:54:28.10 12:18:51.710 +45:54:28.14 0.39854 1.020 9.95 MMT -999 56331.2 1.0 -0.1829 0.7673 -0.0833 0.0396 22.0426 0.04 9.799 0.503 0.012 1.0 0.9467 0.9988 0.816
psc480180 12:20:19.939 +45:43:32.07 12:20:19.982 +45:43:30.14 0.42530 1.991 7.11 MMT -999 56328.5 0.6 -0.4524 0.6107 -0.0256 0.0425 22.5878 0.0415 10.872 0.131 0.02 0.9992 0.981 0.9996 0.982
psc480184 08:38:56.510 +43:18:50.14 08:38:56.512 +43:18:49.50 0.33070 0.875 4.13 MMT -999 56334.2 0.6 -2.1873 0.5266 0.0878 0.0446 22.3523 0.0526 11.073 0.04 0.002 0.9951 0.7045 0.7468 0.9995
psc480189 08:47:34.128 +44:15:03.04 08:47:34.183 +44:15:01.45 0.28214 0.830 9.52 MMT -999 56312.5 1.0 2.4662 0.9241 0.1837 0.0889 22.7856 0.1259 10.65 0.423 -0.003 -99.0 -99.0 -99.0 0.8233
psc480193 10:47:24.696 +57:52:27.71 10:47:24.776 +57:52:27.15 0.36980 0.693 7.34 APO/DIS -999 56323.8 0.0 -0.235 0.7966 -0.1813 0.0463 21.6645 0.0539 11.804 0.186 0.008 1.0 0.5931 0.9978 0.9984
psc480195 10:56:01.292 +58:21:17.28 10:56:01.288 +58:21:15.95 0.41923 1.982 11.06 MMT -999 56320.1 0.2 0.4376 0.6596 0.1306 0.0556 22.5456 0.0691 10.529 0.296 0.018 0.9979 0.9417 0.9831 0.9966
psc480198 12:27:55.605 +47:25:09.20 12:27:55.605 +47:25:09.12 0.37587 0.110 6.19 MMT -999 56323.2 1.3 0.9726 0.7682 -0.1469 0.0472 21.6972 0.065 11.346 0.054 0.009 1.0 0.5552 0.9345 0.9983
psc480214 10:44:56.075 +58:55:19.96 10:44:56.090 +58:55:19.90 0.35585 0.370 4.52 MMT -999 56323.8 1.3 -1.6303 0.7832 0.0611 0.0505 22.1607 0.0697 11.071 0.066 0.006 0.9985 0.8786 0.8446 0.9559
psc480236 08:41:11.257 +43:01:57.67 08:41:11.234 +43:01:58.02 -999 1.126 3.6 SDSS -999 56323.6 0.8 -2.0794 0.7094 -0.2011 0.0691 22.9519 0.0733 11.804 0.35 0.065 0.9999 0.8426 0.9993 0.9954
psc480265 08:46:19.519 +43:20:34.83 08:46:19.555 +43:20:34.79 0.49971 0.501 4.42 MMT -999 56334.9 1.2 0.2492 0.9551 0.0726 0.0768 23.3352 0.0831 10.92 0.066 0.048 -99.0 0.9833 0.9776 0.999
psc480315 12:19:19.678 +46:18:03.21 12:19:19.598 +46:18:04.17 0.31646 0.136 10.18 MMT -999 56338.3 0.6 -2.134 0.5112 0.1556 0.0484 22.2692 0.0613 11.234 0.07 -0.001 0.9997 -99.0 0.997 0.9684
psc480348 10:03:57.653 +01:43:13.80 10:03:57.633 +01:43:12.99 0.43710 1.678 7.41 AAT/AAOmega -999 56341.4 0.2 -1.6617 0.8425 -0.2217 0.0702 23.2509 0.1137 9.651 0.148 0.024 -99.0 0.6449 0.7506 0.9215
psc480360 10:45:05.730 +57:18:36.31 10:45:05.553 +57:18:38.32 0.28354 3.374 7.41 APO/DIS -999 56341.8 0.2 -0.4065 0.251 0.0417 0.0328 21.5107 0.0479 11.424 0.034 -0.003 1.0 0.9025 -99.0 0.9954
psc480371 12:18:09.181 +46:27:05.38 12:18:09.182 +46:27:05.03 0.50294 0.349 4.57 MMT -999 56344.2 0.0 -0.7238 0.6333 -0.055 0.0626 22.8651 0.0863 10.669 0.443 0.05 0.9991 0.9681 0.8643 0.9976
psc480378 12:24:42.852 +46:39:50.95 12:24:42.732 +46:39:51.04 0.24768 3.544 9.04 MMT -999 56347.8 0.1 1.0554 0.1266 -0.0407 0.024 20.4251 0.032 8.596 1.112 -0.004 -99.0 0.8542 -99.0 0.7069
psc480409 10:50:36.487 +57:49:59.98 10:50:36.48 +57:49:59.76 0.49681 0.806 4.08 MMT -999 56313.1 0.7 -1.2588 0.9488 0.2038 0.1399 22.9595 0.1754 10.645 0.107 0.047 0.5226 0.802 0.9956 0.9995
psc480427 12:26:21.785 +46:42:40.95 12:26:21.796 +46:42:41.01 -999 0.601 -99.0 SDSS -999 56334.7 0.9 -1.2327 0.7227 -0.0344 0.0531 22.6013 0.0493 11.312 0.022 0.027 0.9999 0.976 0.8858 0.9997
psc480500 12:20:37.343 +48:11:18.09 12:20:37.555 +48:11:17.43 0.32367 1.571 5.14 WIYN/Hydra -999 56313.5 2.4 2.4178 0.8348 0.1034 0.0763 22.2761 0.1719 10.34 0.183 0.0 -99.0 -99.0 0.761 -99.0
psc480560 10:55:27.226 +58:10:54.78 10:55:27.247 +58:10:53.49 0.33484 0.955 10.28 MMT -999 56345.4 0.3 1.035 0.3144 0.0021 0.0328 21.7335 0.051 9.944 0.24 0.002 1.0 0.8305 -99.0 0.9688
psc480630 09:58:40.671 +02:19:19.93 09:58:40.663 +02:19:20.18 0.35531 0.942 10.63 MMT -999 56311.7 1.0 0.4325 0.7309 0.1822 0.0859 22.1828 0.1423 10.832 0.046 0.005 0.9999 0.6237 0.9802 0.9512
psc480631 09:59:11.428 +02:18:45.09 09:59:11.450 +02:18:45.01 -999 0.867 3.44 zCOSMOS -999 56336.4 0.3 -1.4922 0.4191 0.0427 0.0381 21.9983 0.0453 10.697 0.061 0.004 0.9992 0.9162 0.9736 0.9014
psc480635 09:59:56.024 +02:33:33.52 09:59:56.025 +02:33:33.12 0.51702 1.533 4.36 MMT -999 56341.5 0.1 -1.2137 0.6167 -0.185 0.0536 22.9382 0.0663 9.238 0.46 0.054 1.0 0.8577 0.8264 0.5933
psc480643 10:41:15.612 +58:13:13.04 10:41:15.681 +58:13:12.94 0.39434 0.770 5.61 MMT -999 56335.1 0.6 -1.5213 0.7955 -0.2295 0.0454 22.9305 0.0525 9.366 0.578 0.012 0.7737 -99.0 -99.0 0.9218
psc480644 10:47:45.454 +58:15:36.92 10:47:45.465 +58:15:37.07 0.35302 0.725 7.79 MMT -999 56347.0 0.4 0.0262 0.449 0.0109 0.0488 21.9192 0.0757 10.971 0.169 0.005 1.0 0.8745 0.9923 0.9925
psc480732 12:21:47.956 +47:34:23.20 12:21:47.870 +47:34:24.36 0.42879 2.986 14.13 MMT -999 56337.9 0.4 0.7448 0.3439 -0.1568 0.0309 21.9908 0.0312 11.44 0.148 0.021 1.0 0.7215 0.9616 0.9999
psc480788 08:38:25.381 +43:27:54.41 08:38:25.454 +43:27:54.18 0.20038 0.447 18.42 MMT -999 56349.9 0.3 0.0628 0.3178 -0.0322 0.0346 20.6222 0.0442 10.974 0.278 -0.007 -99.0 0.9363 0.8022 0.9676
psc480791 10:00:05.032 +01:10:45.08 10:00:05.066 +01:10:44.57 0.49086 0.423 5.77 MMT -999 56348.9 0.6 -1.4426 0.5177 -0.0739 0.061 22.628 0.0727 10.734 0.278 0.029 1.0 0.9585 0.9975 0.9989
psc480794 09:58:10.025 +01:21:50.79 09:58:09.993 +01:21:50.90 0.33535 1.021 7.91 MMT -999 56348.4 0.3 1.7503 0.286 -0.0112 0.0293 21.665 0.0417 9.839 0.239 0.002 1.0 0.5441 0.979 -99.0
psc480813 08:42:07.583 +43:33:02.69 08:42:07.499 +43:33:04.32 0.61919 3.203 5.74 MMT -999 56333.2 0.9 -2.5664 0.8261 0.0152 0.0868 23.3562 0.0642 11.799 0.006 0.076 -99.0 0.9767 0.9286 0.998
psc480844 12:14:37.622 +46:21:36.31 12:14:37.653 +46:21:33.53 0.15957 1.808 14.64 MMT -999 56353.6 0.3 0.0586 0.1468 0.1907 0.0293 20.6633 0.0378 10.828 0.102 -0.009 -99.0 0.6766 0.9574 0.7033
psc480863 09:54:47.423 +02:03:38.40 09:54:47.426 +02:03:38.50 0.39911 0.727 6.86 MMT -999 56342.2 0.3 -1.7722 0.5701 -0.1015 0.0612 22.3385 0.0807 11.171 0.242 0.012 0.8513 0.9261 0.9884 0.9791
psc480925 08:45:17.423 +45:22:49.93 08:45:17.445 +45:22:50.14 0.30132 0.698 4.22 MMT -999 56350.0 0.2 0.2297 0.2107 0.0136 0.0309 21.7337 0.0417 9.283 0.366 -0.002 1.0 0.8954 0.7464 -99.0
psc480930 10:02:05.611 +03:08:42.54 10:02:05.568 +03:08:42.25 0.61039 2.147 8.28 MMT -999 56339.6 1.0 1.1809 0.801 -0.0376 0.0487 22.9799 0.0646 10.066 0.206 0.078 0.9999 0.968 0.9469 0.9733
psc480943 12:13:09.310 +48:03:18.03 12:13:09.309 +48:03:17.93 0.40390 0.702 5.27 MMT -999 56340.7 0.8 0.2554 0.8063 0.1576 0.0677 22.6028 0.0882 10.607 0.495 0.013 0.9751 0.8596 0.9979 0.9458
psc480945 12:23:45.415 +48:10:21.14 12:23:45.242 +48:10:21.55 0.56627 4.469 5.59 MMT -999 56349.2 0.6 0.0185 0.5008 -0.1281 0.0542 22.9093 0.0617 11.32 0.058 0.067 1.0 0.9146 0.829 0.9991
psc490001 12:16:03.383 +46:17:48.64 12:16:03.396 +46:17:48.80 0.30473 0.757 7.92 MMT -999 56354.2 0.5 -0.113 0.3762 -0.0788 0.0409 21.3962 0.0488 11.086 0.014 -0.002 1.0 0.7303 0.9732 1.0
psc490015 12:13:51.615 +46:44:28.91 12:13:51.614 +46:44:28.14 0.28270 0.772 10.94 WIYN/Hydra -999 56360.3 0.5 -0.3477 0.3709 -0.0699 0.0324 21.2372 0.0449 10.55 0.15 -0.003 1.0 0.8688 0.9895 0.9619
psc490156 10:04:06.306 +01:32:33.88 10:04:06.309 +01:32:33.72 0.22052 0.510 5.12 AAT/AAOmega -999 56358.8 1.3 -1.9146 0.9585 0.1418 0.0704 22.8359 0.0855 9.637 0.232 -0.006 -99.0 -99.0 0.9078 0.8209
psc490191 10:47:57.366 +57:37:30.58 10:47:57.348 +57:37:30.14 0.35348 0.279 11.02 MMT -999 56362.9 0.8 -0.5655 0.7113 0.2372 0.0629 22.6591 0.0888 10.311 0.174 0.005 -99.0 -99.0 0.9678 0.9028
psc490199 12:25:47.157 +46:26:13.29 12:25:47.16 +46:26:13.48 0.60347 0.871 4.91 MMT -999 56357.5 0.9 -1.046 0.744 -0.1632 0.0698 23.1462 0.0783 11.675 0.058 0.077 0.998 0.9275 0.9876 0.9999
psc490203 12:25:13.635 +46:30:55.86 12:25:13.708 +46:30:57.15 0.26430 1.499 15.97 MMT -999 56362.7 0.5 -0.2723 0.4108 -0.1308 0.0352 21.2466 0.0497 11.403 0.016 -0.004 1.0 0.7441 0.9725 0.9979
psc490289 12:25:35.415 +46:56:52.56 12:25:35.320 +46:56:52.13 0.58169 2.149 4.83 WIYN/Hydra -999 56364.0 0.7 0.5196 0.6394 -0.2409 0.0385 22.7797 0.0557 10.883 0.522 0.071 0.8313 -99.0 0.9958 0.9716
psc490402 08:43:02.525 +45:03:21.34 08:43:02.291 +45:03:23.13 -999 0.675 -99.0 SDSS -999 56367.0 0.0 -0.8754 0.7277 0.0925 0.0632 22.6613 0.0981 11.997 0.544 0.047 -99.0 0.9595 0.9962 0.9983
psc490403 08:42:47.095 +44:56:47.40 08:42:47.124 +44:56:46.89 0.52410 0.385 7.94 MMT -999 56349.5 1.0 1.8534 0.9347 0.1141 0.0678 22.9243 0.0779 10.744 0.303 0.056 1.0 0.9083 0.9991 0.9987
psc490434 12:12:33.632 +47:30:08.62 12:12:33.763 +47:30:09.15 -999 1.336 -99.0 SDSS -999 56351.3 0.8 -0.3708 0.6111 -0.1852 0.063 22.9632 0.075 11.817 0.082 0.075 0.9999 0.7229 0.9982 0.9967
psc490442 12:19:50.377 +47:49:36.97 12:19:50.570 +47:49:37.86 0.29945 1.239 8.5 MMT -999 56357.2 0.7 -1.9628 0.4042 -0.0798 0.0377 21.6052 0.0462 11.051 0.21 -0.002 1.0 0.8051 0.9014 0.9348
psc490488 08:39:40.256 +45:37:02.44 08:39:40.123 +45:37:03.38 0.42218 3.624 6.27 MMT -999 56368.3 0.4 0.9436 0.6549 -0.0155 0.0468 22.3096 0.0812 10.044 0.128 0.019 0.9135 0.949 0.9961 0.9592
psc490561 12:24:21.303 +47:15:14.30 12:24:21.256 +47:15:14.10 0.31587 0.854 11.35 MMT -999 56368.8 0.3 -0.3415 0.7181 -0.1371 0.0725 22.7759 0.1057 10.455 0.451 -0.001 0.975 0.7511 0.9724 0.6158
psc490579 12:12:23.340 +47:48:45.49 12:12:23.443 +47:48:45.26 0.21057 0.407 18.99 MMT -999 56375.4 0.7 -0.3943 0.6941 0.1193 0.0618 21.2439 0.074 11.236 0.066 -0.006 -99.0 0.8352 0.9843 0.9764
psc500001 09:57:25.711 +00:53:04.28 09:57:25.826 +00:53:04.27 0.21580 1.187 17.41 MMT -999 56387.9 0.5 -1.9578 0.5587 -0.0429 0.034 20.7828 0.0399 11.078 0.052 -0.006 -99.0 0.8284 0.9647 0.9983
psc500007 14:12:16.104 +51:55:35.21 14:12:16.137 +51:55:35.23 0.32049 0.409 8.79 MMT -999 56374.6 0.6 -1.5294 0.9677 0.0532 0.1278 22.3691 0.1895 11.043 0.063 -0.0 0.9028 0.6311 0.5701 1.0
psc500009 12:23:20.007 +46:15:46.90 12:23:19.992 +46:15:47.45 0.34512 0.786 11.77 MMT -999 56384.7 0.7 -1.4148 0.5297 -0.0282 0.0513 21.9245 0.0664 11.589 0.022 0.004 1.0 0.9274 0.7666 0.9985
psc500016 14:10:35.590 +52:24:28.75 14:10:35.604 +52:24:29.10 0.31149 0.645 10.8 MMT -999 56384.4 1.2 -1.4028 0.5351 0.0595 0.0425 21.8836 0.0605 11.097 0.052 -0.002 0.9998 0.8693 0.9225 0.996
psc500018 10:00:15.754 +01:35:53.69 10:00:15.72 +01:35:53.33 0.36325 1.349 6.98 MMT -999 56385.7 1.0 1.6112 0.6723 0.2092 0.0449 22.3948 0.0571 10.753 0.25 0.007 0.98 0.5681 0.9973 0.7053
psc500020 14:13:42.163 +52:28:14.71 14:13:42.232 +52:28:10.24 -999 3.689 -99.0 SDSS -999 56364.3 0.8 -0.5521 0.4358 -0.132 0.062 20.6833 0.0976 11.564 0.154 -0.005 -99.0 0.827 0.9833 0.9933
psc500025 14:10:23.046 +52:33:12.33 14:10:23.049 +52:33:10.82 0.32157 1.667 17.97 MMT -999 56388.1 1.3 -0.677 0.7238 0.2339 0.0541 22.4933 0.0694 11.309 0.024 0.0 0.997 -99.0 0.9949 0.9354
psc500032 14:13:00.349 +53:10:06.18 14:13:00.543 +53:10:05.84 0.22508 0.956 7.35 MMT -999 56390.8 0.5 -0.6645 0.5706 0.2355 0.0424 21.5877 0.0554 11.35 55.528 -0.006 -99.0 -99.0 0.8396 0.9908
psc500035 10:00:06.499 +02:22:25.31 10:00:06.643 +02:22:25.75 -999 2.047 -99.0 SDSS -999 56384.4 0.6 -2.5025 0.4177 -0.0716 0.0313 20.8336 0.0376 11.74 0.037 -0.006 -99.0 0.7905 0.8514 0.9947
psc500039 14:20:40.521 +53:42:27.33 14:20:40.526 +53:42:27.26 0.23911 0.814 4.65 MMT -999 56366.8 0.5 -1.1824 0.4246 -0.1492 0.0801 21.1652 0.1252 9.21 0.39 -0.005 -99.0 0.6471 0.9829 0.9142
psc500043 09:59:44.791 +02:18:08.08 09:59:44.767 +02:18:05.74 0.25256 2.893 5.89 AAT/AAOmega -999 56386.0 0.5 -2.5339 0.3758 0.0512 0.0338 21.5937 0.043 10.86 0.203 -0.004 1.0 0.5561 0.5552 0.9373
psc500048 10:01:15.098 +02:49:20.98 10:01:15.12 +02:49:18.57 0.24835 1.118 5.15 MMT -999 56378.1 0.4 0.2814 0.3225 0.1677 0.0362 21.6391 0.055 10.712 0.012 -0.004 -99.0 0.7102 0.986 0.521
psc500049 10:02:19.987 +02:59:50.12 10:02:19.999 +02:59:48.20 0.34592 1.169 16.03 MMT -999 56380.8 0.7 1.2331 0.4914 -0.0428 0.0388 21.7727 0.0543 11.539 0.053 0.004 1.0 0.7765 0.985 0.9971
psc500065 14:16:21.030 +54:08:05.62 14:16:21.020 +54:08:05.69 -999 0.760 -99.0 SDSS 0.285 56368.1 0.1 -0.2577 0.4076 -0.2591 0.0516 20.7406 0.09 10.016 0.282 -0.003 1.0 -99.0 0.6716 0.928
psc500067 14:09:37.965 +54:12:25.07 14:09:37.843 +54:12:24.70 0.29515 2.187 7.34 MMT -999 56376.0 0.8 -1.3117 0.284 0.2401 0.054 21.8637 0.0949 9.477 0.19 -0.002 0.7401 -99.0 0.8893 -99.0
psc500074 12:20:22.040 +45:39:28.77 12:20:22.058 +45:39:29.13 0.42290 1.047 4.72 MMT -999 56389.6 0.7 1.0504 0.596 -0.016 0.0434 22.3078 0.0517 9.447 0.421 0.019 1.0 0.9407 0.9617 0.8474
psc500078 14:14:05.485 +52:26:06.97 14:14:05.474 +52:26:07.03 0.35640 0.953 4.19 MMT -999 56385.8 0.2 0.9745 0.5547 0.2275 0.0475 22.3869 0.0613 10.719 0.01 0.006 1.0 0.5845 0.9643 0.9599
psc500085 12:21:25.711 +46:47:28.02 12:21:25.708 +46:47:27.81 0.39823 0.282 5.81 MMT -999 56389.8 0.6 0.8932 0.5158 -0.0086 0.0361 22.0835 0.0444 11.476 0.005 0.012 1.0 0.9346 0.9839 0.9981
psc500091 08:41:30.619 +44:19:03.62 08:41:30.554 +44:19:02.69 0.33976 1.949 11.83 MMT -999 56393.2 0.5 -2.1776 0.6674 -0.051 0.0403 22.1016 0.0471 10.297 0.327 0.003 0.9994 0.8515 0.9254 0.5571
psc500093 09:57:02.673 +02:34:38.36 09:57:02.680 +02:34:39.32 0.48079 2.029 7.2 MMT -999 56388.7 1.0 2.0202 0.7653 0.0023 0.0464 22.6587 0.0497 9.712 0.558 0.041 -99.0 0.9148 0.9763 0.9777
psc500099 08:40:08.622 +45:17:10.32 08:40:08.414 +45:17:10.78 0.42039 2.921 5.94 MMT -999 56381.1 0.6 -0.2375 0.6309 -0.1312 0.0464 22.2136 0.0638 11.829 0.114 0.018 0.9975 0.8804 0.9755 0.9998
psc500102 09:57:59.320 +03:07:33.22 09:57:59.419 +03:07:32.65 0.23621 1.391 23.74 MMT -999 56400.1 0.2 0.1616 0.2422 0.0062 0.0326 21.0517 0.0436 10.134 0.22 -0.005 -99.0 0.925 -99.0 -99.0
psc500163 12:19:15.485 +47:09:50.34 12:19:15.496 +47:09:50.04 0.25484 0.203 4.15 MMT -999 56400.5 0.4 0.0059 0.3791 0.2227 0.0449 21.7991 0.0623 10.629 0.07 -0.004 -99.0 0.5479 0.9968 0.9786
psc500165 12:26:35.314 +47:52:59.00 12:26:35.325 +47:52:58.96 0.51055 0.589 4.01 MMT -999 56384.9 1.1 -1.1613 0.84 0.0301 0.0698 23.1952 0.0854 11.284 0.058 0.052 -99.0 0.9825 0.9897 0.9996
psc500256 10:03:13.979 +01:17:14.89 10:03:13.963 +01:17:15.11 0.29567 1.240 4.1 AAT/AAOmega -999 56402.7 0.3 -0.3257 0.3846 0.0656 0.0402 21.8161 0.059 9.84 0.266 -0.002 1.0 0.8904 0.9836 0.6369
psc500274 12:20:17.838 +45:56:19.53 12:20:17.829 +45:56:19.42 0.43483 1.057 4.45 MMT -999 56394.2 0.8 -1.0688 0.8477 0.2066 0.0731 23.0681 0.0828 9.481 0.337 0.024 0.9998 0.7944 0.9755 0.9765
psc500328 14:06:57.508 +52:29:23.98 14:06:57.475 +52:29:23.96 0.45543 1.240 10.4 MMT -999 56398.9 0.7 0.3375 0.5 -0.015 0.0459 22.48 0.0506 11.088 0.066 0.031 1.0 0.9814 0.9739 0.9924
psc500362 12:14:52.473 +47:28:20.19 12:14:52.255 +47:28:20.57 0.51653 3.986 5.44 MMT -999 56395.4 0.8 -1.2977 0.9427 0.0906 0.0804 23.0537 0.0903 11.912 0.686 0.054 0.9504 0.9715 0.61 0.9997
psc500369 10:00:30.879 +02:50:54.48 10:00:30.895 +02:50:54.74 0.57584 0.845 12.34 MMT -999 56397.0 0.9 -0.6078 0.9023 0.02 0.0237 22.9835 0.058 10.087 0.54 0.07 0.9917 0.9939 0.9768 0.9985
psc500389 12:17:31.408 +47:35:48.46 12:17:31.420 +47:35:48.27 0.49271 0.250 11.22 MMT -999 56402.3 0.5 0.4772 0.4426 -0.133 0.0392 22.1935 0.0489 11.687 0.092 0.046 0.9961 0.8716 0.9939 0.9999
psc500394 12:19:02.562 +47:54:17.74 12:19:02.553 +47:54:16.95 0.59633 1.279 5.02 MMT -999 56400.8 1.1 -0.7251 0.8794 -0.209 0.0615 23.1523 0.0881 11.313 0.147 0.075 -99.0 0.698 0.9853 0.999
psc500396 12:14:42.950 +47:47:24.90 12:14:42.969 +47:47:24.37 0.55620 0.652 4.84 MMT -999 56406.5 0.6 0.418 0.5188 -0.0238 0.0587 22.9195 0.06 10.396 0.55 0.064 1.0 0.9903 0.8261 0.9042
psc500457 12:25:59.668 +48:02:23.42 12:25:59.678 +48:02:23.54 -999 0.477 -99.0 SDSS -999 56403.2 0.7 -0.3831 0.8451 0.1574 0.0823 22.6817 0.1012 11.827 0.074 0.027 -99.0 0.9371 0.9555 0.9997
psc500484 12:21:11.437 +45:47:44.74 12:21:11.428 +45:47:44.74 0.32481 0.447 23.22 MMT -999 56411.6 0.9 -0.0446 0.8011 0.1457 0.0983 22.8526 0.1387 10.216 0.062 0.001 0.9463 0.7617 0.987 -99.0
psc500504 14:09:50.207 +53:28:40.04 14:09:50.198 +53:28:40.65 0.19899 0.722 15.62 MMT -999 56415.4 0.3 -0.7904 0.2651 0.1146 0.0363 20.8354 0.044 11.075 0.084 -0.007 -99.0 0.7837 -99.0 0.9954
psc510122 16:06:35.840 +53:53:50.94 16:06:35.832 +53:53:50.87 0.35528 0.708 4.25 MMT -999 56422.8 0.5 -1.0295 0.5078 -0.0998 0.0382 22.1072 0.0445 11.036 0.067 0.005 0.8726 0.8919 0.9642 0.9951
psc510147 16:11:43.497 +54:56:13.04 16:11:43.588 +54:56:13.37 0.35338 1.973 4.8 MMT -999 56409.8 0.2 1.261 0.3828 0.0266 0.0419 21.7724 0.0535 10.412 0.846 0.005 1.0 0.7962 0.9367 0.7983
psc510167 14:09:15.464 +53:12:49.79 14:09:15.448 +53:12:50.11 0.41881 0.930 10.04 MMT -999 56411.9 0.6 0.5819 0.6539 -0.0888 0.0525 22.4675 0.0672 11.408 0.112 0.017 1.0 0.9209 0.9881 0.9999
psc510175 16:00:57.943 +54:46:18.08 16:00:57.943 +54:46:18.00 0.35993 0.593 10.88 MMT -999 56417.3 0.1 0.2669 0.4019 -0.0965 0.035 21.6888 0.0371 9.944 0.372 0.006 1.0 0.8665 0.9835 0.9506
psc510203 12:23:54.608 +47:50:40.00 12:23:54.828 +47:50:42.24 0.41984 4.029 6.37 MMT -999 56417.6 0.5 -0.7226 0.4909 0.1003 0.0533 22.8982 0.057 11.329 0.268 0.018 0.9921 0.9417 0.9996 0.9999
psc510234 16:11:40.012 +56:20:04.00 16:11:40.120 +56:20:04.18 0.34019 0.906 10.73 MMT -999 56414.6 0.6 0.6877 0.4592 -0.0305 0.0371 21.9253 0.0425 11.185 0.02 0.003 1.0 0.8853 0.9748 0.9985
psc510245 14:09:17.044 +54:12:30.28 14:09:17.028 +54:12:29.82 0.54318 0.878 7.64 MMT -999 56413.6 1.1 2.0457 0.9566 0.1283 0.0802 23.1489 0.0886 11.475 0.24 0.061 -99.0 0.9575 0.9996 0.9969
psc510305 14:17:06.942 +52:48:21.82 14:17:06.984 +52:48:21.95 0.61738 0.730 5.61 MMT -999 56438.4 0.7 -0.3584 0.5658 -0.2169 0.0499 22.9426 0.0688 9.573 0.436 0.076 1.0 0.5865 0.9889 0.9941
psc510641 10:48:49.557 +59:29:39.10 10:48:49.502 +59:29:39.27 0.47903 1.882 10.91 MMT -999 56436.1 1.1 -0.9711 0.9325 0.0192 0.0855 22.2879 0.0872 11.118 0.058 0.04 0.9887 0.9728 0.9266 0.9784
psc510650 10:43:23.442 +56:53:20.48 10:43:22.955 +56:53:20.04 -999 3.042 -99.0 SDSS -999 56426.4 0.3 -1.9764 0.4072 0.0366 0.0341 20.6871 0.0383 11.881 0.035 -0.008 -99.0 0.7391 0.6855 0.9995
psc510653 10:53:55.109 +57:32:39.45 10:53:55.142 +57:32:39.54 0.35198 0.803 14.3 MMT -999 56424.0 0.1 0.8176 0.4195 -0.0783 0.0302 21.581 0.0349 9.32 0.196 0.005 0.953 0.8144 0.6642 -99.0
psc520011 14:19:17.434 +52:28:43.50 14:19:17.690 +52:28:45.00 0.28218 0.470 9.64 MMT -999 56445.9 0.3 -0.4339 0.2182 -0.0502 0.0278 21.4116 0.0371 11.259 0.108 -0.003 1.0 0.8802 -99.0 0.9769
psc520015 12:25:12.456 +46:54:35.96 12:25:12.465 +46:54:36.60 0.26707 0.742 16.36 MMT -999 56452.6 0.3 -0.6669 0.587 -0.1409 0.0396 20.9882 0.0555 11.09 0.468 -0.004 0.9989 0.8094 0.9902 0.8201
psc520016 12:21:21.037 +46:58:15.02 12:21:20.824 +46:58:16.92 0.44797 3.784 4.75 MMT -999 56423.4 0.5 0.9144 0.4517 -0.073 0.0345 22.3234 0.0364 10.011 0.385 0.029 1.0 0.9222 0.9703 0.9378
